Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,insulation_binary,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_%,Payback_Period_Years,Optimal_Solar_Utilization_%
Thatched_Hut,1857,168,North,Brick,High,High,4.619570609,3.750264557,0.682407889,10539,29,24.38247396,10.53838013,11.50117833
Brick_Cottage,1984,198,South,Thatch,Low,Low,4.610876349,3.392611847,1.44962769,15996,83,25.41111597,6.810549035,17.87709274
Brick_Cottage,1985,258,West,Thatch,Medium,High,3.643720729,3.857612952,1.848535974,19158,98,17.20787753,7.384585541,20.34558178
Brick_Cottage,1843,199,East,Brick,Low,Low,7.207665385,3.440882776,1.435615589,14735,88,13.74092341,5.448592113,17.26452546
Brick_Cottage,1718,225,South,Thatch,Medium,High,4.354792566,3.985111536,0.701037341,6689,87,27.58624499,6.256501823,23.2193399
Stone_Villa,1717,86,East,Thatch,High,High,5.180016296,2.657378194,0.673640069,14763,47,32.92767022,10.35923373,8.246703871
Thatched_Hut,1956,192,West,Thatch,High,High,3.538747531,2.338529562,1.766278844,12727,72,39.79462311,8.454715812,13.92330813
Wooden_House,1777,212,East,Brick,Medium,High,6.931820364,3.789301864,0.708953508,12764,70,32.74907852,11.16467924,13.55132286
Wooden_House,1874,269,North,Brick,Medium,High,6.424629378,3.454068551,1.280347941,18339,72,33.80897243,7.78069492,20.89026878
Thatched_Hut,1893,248,East,Brick,Medium,High,7.287024141,2.080602962,0.55566998,19019,23,28.49382635,6.88090515,8.890584952
Wooden_House,1812,209,South,Thatch,High,High,6.626461917,3.141445656,0.621004651,9541,98,39.57767977,7.433198701,23.35982681
Thatched_Hut,1813,60,East,Brick,Low,Low,4.754826048,2.318376756,1.508522401,16471,36,29.19869155,9.989402555,14.62641177
Wooden_House,1921,187,East,Thatch,High,High,4.491493435,3.594070495,1.533772116,8541,86,35.80759859,8.885039706,18.17752658
Brick_Cottage,1865,250,North,Timber,Medium,High,6.29086523,3.187333039,1.01220411,18003,93,38.37353939,11.32933845,22.21059897
Wooden_House,1831,127,East,Thatch,Medium,High,4.9564511,3.839455733,0.823414648,16215,66,37.89575502,9.215181386,22.02788278
Thatched_Hut,1963,126,East,Stone,High,High,5.764860063,4.416806656,1.720565406,5818,75,21.44246031,8.451127459,17.6075162
Thatched_Hut,1754,234,West,Brick,Medium,High,3.525029884,2.899006052,0.825654844,19439,42,12.35986175,10.50026907,9.84538416
Thatched_Hut,1830,202,West,Brick,High,High,3.747542807,4.886306312,1.313040604,9521,37,15.15621108,11.63273696,4.266213786
Thatched_Hut,1987,51,South,Stone,Medium,High,5.641471765,3.606903502,1.952313261,6124,20,11.77669916,7.490921379,9.401885392
Thatched_Hut,1965,113,West,Thatch,Low,Low,5.764286586,3.854872396,0.721778657,10660,54,13.16190804,6.749133471,12.87609517
Stone_Villa,1861,84,West,Timber,Low,Low,6.505811778,4.04201712,1.911314401,19974,83,15.53953738,9.313521774,22.54930652
Stone_Villa,1786,56,West,Stone,Medium,High,4.027861278,4.00019459,0.77433958,18137,77,20.2328295,8.492109748,15.27676806
Wooden_House,1754,134,West,Stone,High,High,5.552732335,3.532912229,1.351164812,10641,78,26.3061894,11.92429902,17.84691281
Thatched_Hut,1987,195,North,Thatch,Low,Low,4.277790578,3.286292873,1.065511568,6129,20,31.35046178,8.236532489,10.49212433
Wooden_House,1877,116,West,Brick,High,High,3.872784478,2.161345893,1.947392902,6702,22,16.32782008,5.52032086,11.60388775
Thatched_Hut,1707,91,North,Thatch,Medium,High,5.141983176,2.066257536,0.910313044,7001,86,30.17567213,11.84158343,16.01649736
Thatched_Hut,1946,167,North,Stone,High,High,4.153346592,3.073883584,1.099487003,11912,56,31.12777224,10.90510862,17.33299057
Stone_Villa,1954,174,West,Stone,Low,Low,4.387127913,3.000982672,1.974290177,8878,48,26.75867011,6.247751008,11.22677144
Stone_Villa,1753,216,East,Brick,High,High,4.770218319,3.163085465,1.304705587,17564,52,37.10853609,11.33223677,14.73694822
Brick_Cottage,1948,218,North,Brick,High,High,4.537553603,2.415104603,1.253945173,12232,80,13.32984442,7.384667746,16.02575034
Stone_Villa,1938,290,East,Brick,Medium,High,3.85036519,4.214504812,0.886667732,14998,23,15.31364373,7.639783892,7.663044915
Brick_Cottage,1928,252,East,Thatch,Medium,High,3.859664979,4.570893244,1.55204534,16139,33,22.85994473,11.34474038,7.084907194
Brick_Cottage,1766,280,West,Brick,Medium,High,4.272997661,4.816143906,0.521559428,11331,52,13.80138206,8.710808955,10.51062415
Brick_Cottage,1750,73,South,Stone,Low,Low,3.702236752,3.477086911,0.574268945,11035,41,26.98888431,5.964340506,6.936521835
Brick_Cottage,1796,237,West,Stone,Low,Low,6.005828079,4.102597097,1.399037881,16401,67,21.952014,7.583393115,13.55104088
Brick_Cottage,1791,95,South,Timber,Medium,High,4.649306866,4.56665337,1.012511861,15344,22,18.53787384,10.05468212,10.73828638
Wooden_House,1963,68,South,Thatch,Medium,High,4.618983871,3.254873333,1.929974558,17833,42,15.09969439,6.219289316,15.9583778
Stone_Villa,1990,117,West,Timber,Low,Low,4.827993177,2.928238385,1.854786036,11523,87,20.06014715,9.131618382,22.79889339
Brick_Cottage,1795,267,West,Stone,Low,Low,6.151185097,4.810173668,1.570559388,17397,40,28.23878052,9.866918931,9.794213063
Thatched_Hut,1787,151,South,Timber,Low,Low,6.982535526,3.547029653,1.727218372,13111,62,27.27355633,7.406975029,16.16167977
Stone_Villa,1777,91,West,Stone,Low,Low,6.53634773,3.49176166,1.500997775,13736,45,14.90872001,9.857164821,14.18264745
Stone_Villa,1987,81,South,Timber,Medium,High,6.410116921,2.53524829,0.688373154,7401,60,13.74759432,11.18945146,19.02706317
Brick_Cottage,1819,216,East,Brick,Low,Low,5.437564742,2.324465044,1.648315055,18030,57,10.80030288,8.30481721,13.09256092
Wooden_House,1864,158,West,Timber,Medium,High,6.275222228,4.526320587,0.815287953,15556,30,10.37276781,7.680365297,11.93403899
Brick_Cottage,1881,287,East,Brick,High,High,5.711049472,3.842399529,0.985164283,14481,48,36.39431307,6.75810881,19.49402351
Wooden_House,1922,85,North,Brick,High,High,4.365002113,2.977473752,1.728851318,16957,79,11.35266568,9.229438359,21.00661166
Thatched_Hut,1706,281,East,Thatch,Low,Low,4.334353471,2.575208652,1.304788413,15067,86,31.9366333,11.15896434,17.60054467
Stone_Villa,1962,278,East,Brick,High,High,4.685568028,3.666491841,1.789911071,18376,84,36.15955289,7.27262887,16.38453217
Thatched_Hut,1860,146,South,Brick,High,High,7.143210684,3.751757868,0.81955298,17620,80,12.94173546,7.773648672,19.23186621
Wooden_House,1850,213,East,Timber,High,High,5.689659362,2.620980804,1.411667658,18824,38,23.08904271,7.846378623,11.49806654
Wooden_House,1784,180,West,Stone,Low,Low,6.435621508,4.554217244,0.625686459,18444,65,38.8690895,8.925686392,15.33208607
Thatched_Hut,1846,122,South,Thatch,Low,Low,4.886235039,2.252793098,1.46459149,17879,68,35.02415982,6.598862731,16.07250487
Wooden_House,1811,185,North,Brick,High,High,5.130863083,3.068279255,1.643801057,13974,41,24.69112096,10.75547809,13.73497963
Thatched_Hut,1735,146,West,Thatch,Medium,High,4.002262315,4.041153241,1.377396341,5539,97,32.87713338,7.069215943,22.97847389
Stone_Villa,1984,172,North,Timber,High,High,4.185179831,2.822361091,0.899347252,15974,76,35.00132873,9.937538836,16.97875586
Thatched_Hut,1887,119,East,Brick,Low,Low,6.809426219,4.483025584,0.547014003,18846,33,20.4408089,8.592510192,11.55655223
Stone_Villa,1781,218,West,Timber,Low,Low,5.839354527,4.21960348,0.679173326,10615,63,36.76458751,9.101283223,18.90347693
Thatched_Hut,1701,280,West,Thatch,Low,Low,4.850129864,4.367068534,1.433454469,15860,35,24.11419959,6.257261172,13.27899042
Wooden_House,1896,245,North,Timber,High,High,6.711404836,2.357319608,1.901630325,17906,96,25.83422091,10.14516239,19.67718499
Thatched_Hut,1710,62,West,Thatch,Medium,High,4.486079623,2.421641384,0.809801606,17129,31,39.99122913,6.320343633,13.59326652
Wooden_House,1933,98,West,Timber,Low,Low,7.404130794,2.859421213,1.602539224,7956,74,35.29908898,5.794315463,21.86739512
Thatched_Hut,1894,109,West,Thatch,Low,Low,4.879270431,3.554231496,1.799676595,13077,70,20.85310017,8.826756499,12.33531259
Thatched_Hut,1818,179,East,Stone,High,High,4.849243817,4.24404823,1.281323268,8722,58,10.31036789,9.965079958,15.83709899
Brick_Cottage,1719,237,North,Timber,Medium,High,4.747647622,4.509592672,1.503898694,17059,52,28.78522221,5.350250855,13.41309867
Wooden_House,1960,54,West,Timber,High,High,3.988446064,4.113005948,1.722522975,15025,52,31.11740278,5.485767205,12.71261921
Brick_Cottage,1992,221,South,Stone,Low,Low,3.944548589,4.785790645,0.891012737,10087,48,29.5240807,10.61875414,11.88168305
Wooden_House,1955,76,South,Stone,Medium,High,6.092420138,4.216230529,0.945343511,15338,88,39.03587053,10.6632289,20.87890212
Brick_Cottage,1921,209,South,Timber,Medium,High,7.000472178,2.918803661,0.500941275,11460,89,35.88913082,6.717133019,21.92857849
Stone_Villa,1925,198,South,Stone,Low,Low,6.662082041,2.795243853,1.944641196,7170,50,23.4649508,9.30659742,16.89699329
Thatched_Hut,1752,57,East,Brick,Medium,High,4.064430376,4.088577351,1.876317342,8391,99,11.88572462,8.102260526,17.64538809
Wooden_House,1979,279,West,Thatch,Medium,High,5.682328487,2.578611706,1.646852396,11942,50,24.28176309,9.42887229,18.08956677
Wooden_House,1780,249,North,Thatch,High,High,3.922366184,2.278144432,0.618614031,6616,65,30.6773206,11.04015499,16.3702006
Thatched_Hut,1901,99,West,Thatch,Low,Low,3.681178574,3.596668625,1.171254335,18806,96,28.23129425,5.558994972,19.5811597
Wooden_House,1857,116,East,Brick,Low,Low,6.125543438,4.464924709,0.652837631,19792,71,26.14411203,10.44589098,14.10015955
Wooden_House,1819,295,South,Stone,Low,Low,5.640609335,2.304139527,0.523880401,17809,29,24.06456874,8.451203732,10.25161612
Brick_Cottage,1758,93,East,Stone,Low,Low,3.828094741,4.375673971,1.424274448,19855,93,18.81285619,8.948888606,21.93554971
Wooden_House,1914,174,West,Timber,Low,Low,3.639756986,4.434716013,1.941244126,14108,60,18.32040285,9.57751952,9.266672584
Stone_Villa,1827,107,North,Stone,Medium,High,7.459025654,3.446822,1.854302035,18004,96,25.00694437,11.45836204,20.568554
Stone_Villa,1923,52,East,Timber,High,High,3.620085329,2.17193093,1.545132222,11458,22,14.81809439,5.397039675,9.567063381
Thatched_Hut,1908,135,North,Brick,Low,Low,5.278113012,2.523769554,0.644960876,7756,78,20.22056271,5.206334465,14.71609216
Wooden_House,1814,119,East,Thatch,High,High,5.518476098,4.122278825,0.911246057,11853,71,19.71937824,6.24783247,21.23249602
Thatched_Hut,1908,179,North,Thatch,High,High,3.969120591,4.135333835,0.98008509,12709,53,27.61398405,11.90513408,14.54655665
Stone_Villa,1713,264,North,Thatch,Medium,High,4.176247114,4.695065826,1.644725087,6936,68,12.00046901,10.00553457,14.23129614
Wooden_House,1708,221,South,Stone,Low,Low,4.907220026,3.74805844,1.703373769,17234,47,34.89006041,9.302487833,11.94644698
Wooden_House,1739,51,North,Timber,Medium,High,6.546703505,2.372322103,1.077659184,8091,32,26.87135141,5.329273374,6.487121857
Thatched_Hut,1936,151,South,Timber,Low,Low,5.528329696,2.364244717,1.126825995,17847,88,30.12480042,11.15377157,24.39804003
Stone_Villa,1980,258,West,Brick,Medium,High,6.051607498,4.163397072,0.566763559,5968,86,31.09281711,10.68929797,17.62444441
Wooden_House,1900,84,West,Stone,High,High,7.44069822,2.551353995,0.933705078,12297,80,18.74452411,9.653600307,17.75950138
Thatched_Hut,1945,147,South,Brick,Low,Low,6.572021741,2.985156499,1.176927766,16556,79,24.11114702,7.373915708,20.71341223
Stone_Villa,1977,264,South,Timber,High,High,5.237445993,3.461636021,0.67547457,8203,90,38.68737868,5.493534689,20.84867993
Thatched_Hut,1934,79,East,Timber,High,High,5.285767687,2.074294633,1.179901191,11499,43,33.00115714,9.060269415,12.70235031
Brick_Cottage,1703,165,East,Thatch,Medium,High,5.975088308,2.746457081,1.779763718,10173,82,39.08670626,10.037862,24.38207067
Wooden_House,1853,57,East,Stone,Low,Low,6.161460834,3.223668826,1.37198153,5889,80,32.38763035,5.659682453,20.89293631
Brick_Cottage,1728,199,West,Timber,High,High,5.502843703,2.838908955,0.618394783,13984,42,15.26800419,9.436373619,15.28072099
Stone_Villa,1808,93,East,Thatch,Medium,High,6.079444891,2.409110982,0.787506978,16650,49,11.93607652,7.004562475,16.10742381
Brick_Cottage,1797,235,North,Stone,Low,Low,3.594129978,4.184036773,1.211816525,19600,79,27.3298431,10.34970955,16.59049974
Brick_Cottage,1914,85,North,Brick,Low,Low,5.218491456,4.439442966,1.042230725,14173,37,20.73439839,8.777310954,9.326844622
Stone_Villa,1992,246,East,Stone,High,High,4.615752304,2.772436928,1.038090529,12382,75,18.2637373,5.903257515,17.18686565
Thatched_Hut,1774,126,North,Stone,Low,Low,4.016697781,4.323258484,1.293901172,8531,72,34.21632989,8.685636134,19.35464918
Brick_Cottage,1845,270,West,Timber,High,High,3.898186051,3.156660693,1.376593882,16721,26,21.00979801,7.770158044,5.56399851
Thatched_Hut,1827,80,North,Timber,Low,Low,5.912768662,3.520057373,1.695292355,5801,88,19.51002909,6.262491778,25.94738027
Brick_Cottage,1741,96,West,Stone,Medium,High,5.594402189,4.568003225,1.011449845,13234,91,35.4996278,10.89061007,23.45588407
Thatched_Hut,1740,298,South,Timber,High,High,4.514336468,4.249861045,1.708199425,18897,98,35.38862009,5.077199139,23.374607
Stone_Villa,1733,104,South,Timber,High,High,5.383800235,4.415350554,1.007916844,8349,71,20.69099913,7.184897938,18.9741186
Brick_Cottage,1716,257,South,Timber,Low,Low,5.468929261,2.4105355,0.583149483,13005,23,34.97496103,5.088165267,8.768377785
Stone_Villa,1864,155,South,Thatch,Low,Low,4.280035922,2.209158278,1.331281477,14969,53,35.52335471,5.672048626,18.33590052
Brick_Cottage,1852,239,North,Thatch,High,High,6.108372248,4.680214187,1.381853487,8201,88,22.71791605,7.079673534,22.18845263
Stone_Villa,1775,207,East,Stone,Low,Low,6.623677426,3.163502809,1.901810368,5349,52,11.99419391,5.379898298,9.254983478
Stone_Villa,1786,170,North,Timber,Medium,High,6.665854164,2.863639034,1.589091989,14759,88,10.04753933,9.176413726,16.86996694
Brick_Cottage,1816,104,West,Thatch,Low,Low,5.909879323,4.174088763,1.876658979,14321,57,25.69877389,5.608040356,19.45314871
Brick_Cottage,1726,193,North,Stone,Medium,High,5.54655433,4.50924679,1.862520815,16151,45,20.3222648,9.911995438,12.45210282
Brick_Cottage,1986,61,North,Timber,Medium,High,3.744028572,4.587468866,1.406861165,16979,20,39.91395682,5.368494788,13.29314578
Wooden_House,1833,194,West,Brick,Medium,High,4.651325195,2.947991423,1.291643098,19336,23,33.17232999,5.415162264,4.884086272
Thatched_Hut,1918,193,South,Timber,Medium,High,3.873085787,4.556637174,1.336161451,14972,58,32.83826369,7.137281293,13.3455193
Wooden_House,1867,189,South,Timber,Medium,High,7.355292644,2.122801833,1.967496212,5583,73,38.65728305,11.27600067,16.82360822
Wooden_House,1797,185,South,Thatch,Low,Low,4.040320585,2.148984474,1.659751538,17719,52,36.63173194,9.489752741,14.72378586
Stone_Villa,1967,261,East,Stone,Medium,High,4.107101639,3.870557586,0.659398857,8377,52,19.54562438,10.39091904,11.15785776
Brick_Cottage,1936,52,West,Stone,Low,Low,7.058306473,2.189319107,1.66764261,11028,91,14.97961665,5.990864766,18.60167729
Thatched_Hut,1872,193,West,Thatch,Medium,High,7.275713134,2.973827506,0.755807073,12694,39,32.37676795,10.83887803,13.9352769
Stone_Villa,1889,79,North,Timber,High,High,6.563316157,4.018267959,1.171025824,11196,35,21.34821681,5.057023737,11.76805867
Wooden_House,1821,286,East,Brick,Medium,High,3.521619695,3.011800688,0.815689508,12083,40,24.19517955,6.491401455,8.629410024
Brick_Cottage,1745,72,South,Timber,High,High,3.505385084,2.538799344,1.534374598,19855,64,28.91193194,9.312646248,15.37907006
Stone_Villa,1763,141,East,Timber,Medium,High,5.012403079,2.844051866,1.815964604,8401,81,37.23618031,7.62672486,23.36185775
Brick_Cottage,1829,164,West,Brick,Medium,High,4.07358148,3.372725997,0.935542828,18636,50,22.57263261,11.88935374,8.968899998
Stone_Villa,1892,153,West,Thatch,Medium,High,3.573544569,3.426157566,0.623016112,8185,61,33.49950671,5.212374728,14.22330548
Brick_Cottage,1880,167,North,Stone,High,High,5.356266758,4.349000694,0.947739647,15386,31,18.05019374,11.99018718,6.746225188
Wooden_House,1991,54,North,Thatch,High,High,7.27224759,4.250459688,1.508542787,19318,84,30.93915373,9.36539483,24.12422457
Thatched_Hut,1981,261,West,Thatch,Medium,High,4.7952783,3.370453414,0.993140191,10285,92,10.04738263,8.910948962,23.48941362
Wooden_House,1728,153,South,Timber,Low,Low,6.144562714,4.537002047,0.917168251,14354,22,36.1452164,5.416587098,8.767370542
Thatched_Hut,1848,297,South,Stone,Medium,High,6.108941413,2.342711416,0.776652786,11772,28,10.9113874,6.913302137,6.329157637
Brick_Cottage,1966,157,East,Stone,High,High,4.504320415,2.766060051,1.24627464,13490,70,31.38261264,11.47263882,20.99036129
Stone_Villa,1995,114,West,Thatch,Medium,High,6.101700995,4.483929391,0.913923242,8347,35,11.38774568,7.479722022,14.68732998
Wooden_House,1710,170,West,Brick,High,High,4.349335897,3.133982116,1.596515524,15131,97,17.98737098,9.631572403,23.15062696
Thatched_Hut,1863,79,South,Thatch,High,High,3.988029654,4.943544676,0.614933603,5788,22,24.91607211,11.99647445,11.3861333
Wooden_House,1812,198,South,Brick,High,High,6.305533142,3.398759845,1.49604955,9945,43,22.59816056,6.841487997,14.24394781
Thatched_Hut,1886,133,West,Stone,Medium,High,3.953763268,4.375806869,0.856340022,19513,92,15.75508344,9.032566153,22.48047947
Wooden_House,1994,247,North,Thatch,High,High,7.487636874,3.206921124,1.233918892,7889,32,20.01444735,9.875064549,9.056810278
Thatched_Hut,1931,199,West,Timber,High,High,4.233809605,3.274860557,0.929134883,14569,21,31.8311911,6.152390726,7.599221237
Thatched_Hut,1926,259,West,Thatch,Medium,High,5.876567451,3.148649442,1.584153014,10273,90,30.07771278,6.040707946,19.17927005
Brick_Cottage,1797,249,South,Stone,High,High,5.145498286,4.157226862,1.91796056,15141,40,12.15443751,8.194155382,13.37686197
Thatched_Hut,1754,280,South,Timber,Medium,High,4.00554569,3.642553652,1.875615169,8272,38,32.41947477,7.700687652,15.6151731
Brick_Cottage,1810,81,North,Timber,High,High,3.61137563,4.831334334,1.375139323,14069,66,11.59137644,9.999508058,15.39930518
Thatched_Hut,1851,210,North,Brick,Low,Low,5.990929129,2.75267095,1.193915455,10234,41,26.28779167,5.4865614,11.16340454
Stone_Villa,1945,294,East,Timber,Low,Low,6.727030255,2.301688196,1.727450764,16934,94,17.80188244,11.80516637,18.12283335
Stone_Villa,1768,65,West,Timber,High,High,6.868062646,3.179784455,1.524989544,14769,52,27.63070383,5.099938872,13.22867623
Stone_Villa,1988,253,South,Thatch,Low,Low,5.430853892,3.850138123,0.775346171,11902,51,17.83985188,9.20921777,10.41167279
Thatched_Hut,1949,87,North,Stone,Medium,High,6.609821869,4.582396811,1.73137882,16331,83,39.54873909,8.938428171,23.20737805
Brick_Cottage,1735,293,East,Brick,Low,Low,6.191388534,3.03859066,1.143326584,12612,58,19.29184551,5.943010116,19.88665145
Brick_Cottage,1938,275,East,Thatch,High,High,6.39701811,3.961360253,0.78347849,7492,91,17.25881907,6.056411879,17.39582746
Thatched_Hut,1847,191,South,Timber,High,High,5.470396021,3.050596043,0.922696026,15947,61,18.35395873,10.54874241,9.671068396
Stone_Villa,1926,85,South,Timber,Medium,High,6.033646961,3.851658749,0.901290545,11745,28,36.89418572,11.21293721,11.06547405
Stone_Villa,1943,274,East,Brick,High,High,6.722103654,4.654423841,1.278810462,18934,44,29.08656486,6.981118761,11.51408918
Brick_Cottage,1900,200,North,Stone,Medium,High,5.091536702,2.694072927,0.851555136,15095,21,31.92052292,8.065747748,12.13015452
Stone_Villa,1853,163,East,Brick,Low,Low,6.723915603,3.212724926,0.685349731,14574,38,37.5403153,7.484965287,11.49149935
Wooden_House,1772,286,West,Thatch,Low,Low,5.868067371,4.979795589,0.685536276,9240,39,37.35617455,5.507829091,11.26546133
Brick_Cottage,1900,115,West,Brick,Medium,High,4.163604097,4.605671085,1.374914296,7322,89,32.1683754,9.712429722,18.85125986
Stone_Villa,1995,154,South,Timber,Medium,High,3.598736629,3.693919574,1.602138933,15748,36,15.93473287,10.77635054,4.886099765
Brick_Cottage,1716,134,North,Thatch,High,High,4.951014402,3.549882776,0.982299513,10298,87,35.30119962,7.134155502,22.79410081
Wooden_House,1828,51,North,Timber,Low,Low,5.686785313,2.853801147,0.551976065,6861,22,16.11328103,11.93123056,3.150610671
Brick_Cottage,1916,268,West,Stone,Medium,High,6.859281409,3.551628283,0.69083733,19142,70,32.28696442,5.530960901,18.79845656
Brick_Cottage,1760,298,East,Timber,Low,Low,4.009942721,4.544544495,1.872041841,11620,45,30.568092,9.632534997,11.74499408
Brick_Cottage,1803,250,South,Timber,Medium,High,6.700825391,4.05552354,1.240315489,15058,75,32.7666655,8.137596102,15.20448049
Brick_Cottage,1741,242,East,Brick,Low,Low,6.952036184,2.870132085,1.180359214,9047,83,25.98057042,8.126213308,16.21690527
Wooden_House,1724,124,East,Timber,High,High,4.102749948,2.604391763,0.557073767,12581,27,29.16178547,8.203519312,8.928976546
Thatched_Hut,1738,116,East,Thatch,Low,Low,6.906377277,2.795625611,1.592955533,12320,56,38.59960241,6.810772417,19.11134172
Brick_Cottage,1990,229,North,Thatch,Low,Low,7.465814271,2.509277604,1.292102121,16367,46,13.03265783,10.00893979,16.65580978
Brick_Cottage,1830,239,West,Stone,Low,Low,6.407355324,2.286922088,0.803121404,6098,64,19.26541824,10.05103568,12.71120519
Stone_Villa,1928,200,North,Thatch,Low,Low,6.639078727,3.257408523,0.66511064,10247,23,28.34071039,6.976779771,5.390842543
Brick_Cottage,1807,203,West,Brick,Low,Low,7.47766107,2.339898813,1.075081795,6734,56,38.9216239,10.84714523,12.18244295
Stone_Villa,1871,245,South,Stone,High,High,5.921925002,2.515737673,1.755742946,9663,90,12.86723343,7.217914606,20.16451875
Thatched_Hut,1801,259,South,Thatch,Medium,High,4.731545528,3.641974053,1.797941839,10909,52,10.67647665,10.07565187,13.04976373
Wooden_House,1711,104,East,Brick,Low,Low,6.850123336,2.493797821,1.404269571,8416,50,11.67248795,5.846998373,16.82844436
Wooden_House,1974,55,West,Thatch,High,High,5.95794311,2.191639302,1.591304641,17818,74,11.57217059,6.1809115,19.52645514
Thatched_Hut,1800,212,West,Thatch,Low,Low,5.824781695,2.95216655,0.672733681,11302,31,37.23447573,7.210569512,8.477332409
Wooden_House,1743,199,West,Timber,Low,Low,4.514542222,2.660957296,1.382189098,18849,30,31.63773724,9.157116374,9.207325224
Thatched_Hut,1716,220,East,Thatch,Medium,High,6.525337078,3.545915564,1.500448555,12593,91,30.31319099,9.518580398,26.69373502
Thatched_Hut,1756,192,East,Thatch,Low,Low,3.826669103,2.307101254,0.801069264,5680,51,25.67718461,7.774493204,11.393565
Thatched_Hut,1711,135,South,Brick,High,High,7.197148283,4.255312363,1.820232099,13163,76,33.45857851,5.544874072,21.02276083
Wooden_House,1779,109,North,Brick,High,High,4.803293843,4.718700558,0.792495106,7070,57,14.66943978,7.615442565,18.33115573
Stone_Villa,1915,150,West,Timber,Medium,High,4.011098611,4.230305522,0.97021604,18358,79,21.75823569,9.821372612,20.36417841
Thatched_Hut,1963,293,West,Thatch,Low,Low,5.269466132,3.598481112,1.430835271,11668,38,24.70012752,9.696968228,13.24275603
Brick_Cottage,1848,283,North,Timber,High,High,3.669879637,4.582003465,1.457525098,18016,75,13.31228493,6.121374892,14.46523338
Wooden_House,1780,61,West,Thatch,Low,Low,6.238504777,4.084755139,1.549077111,13001,33,22.58541128,5.054487792,10.11387714
Thatched_Hut,1914,288,East,Stone,Low,Low,7.110822042,2.031653367,0.66801757,14921,52,19.49505338,10.27087132,9.674163725
Thatched_Hut,1897,98,East,Stone,Low,Low,6.849052029,3.182270458,1.774196645,7191,29,11.06746437,5.744577165,10.24761569
Brick_Cottage,1899,91,West,Timber,Medium,High,4.009477894,4.552855698,1.299270698,13859,99,14.10206208,5.576444008,18.136958
Stone_Villa,1724,215,East,Timber,Low,Low,4.005084548,3.037576574,1.206982691,14804,83,32.9211047,5.018908518,24.24996686
Stone_Villa,1788,131,East,Timber,High,High,6.753737929,2.105645521,1.971646437,12586,83,10.54113729,8.028209282,22.57087871
Stone_Villa,1967,222,West,Brick,Low,Low,7.197017098,4.238538916,1.610567445,13872,81,38.02759897,8.522847306,22.23275
Thatched_Hut,1842,84,South,Brick,High,High,5.342679319,4.406114811,0.67700904,14164,87,12.59273897,9.463648323,15.84954422
Thatched_Hut,1758,207,North,Brick,Low,Low,5.495884468,2.481781085,1.634808751,7846,62,33.97714283,7.072446885,12.38695697
Thatched_Hut,1725,265,East,Timber,High,High,4.773048166,3.612021491,0.642873401,15324,99,36.95849623,9.972973015,26.85486578
Wooden_House,1746,283,South,Thatch,High,High,7.077060473,2.575866317,0.541205844,7463,78,38.23406755,6.185323002,22.72627722
Brick_Cottage,1987,207,East,Stone,Low,Low,6.079611621,4.157703257,1.105438843,11837,71,36.0243107,10.82393037,20.78674717
Thatched_Hut,1965,255,East,Timber,Low,Low,4.653006309,2.814651366,1.990367259,15721,38,18.62650118,9.002938302,8.02663687
Brick_Cottage,1715,183,North,Brick,High,High,4.695131484,2.948645368,0.762325904,15695,40,19.99261394,9.087228764,10.62420876
Brick_Cottage,1898,116,East,Brick,Medium,High,7.064800292,4.534912561,1.508966515,9922,41,22.79637096,6.468427896,15.19009337
Stone_Villa,1981,129,North,Timber,Low,Low,3.554536096,3.428967057,0.760094099,9392,28,14.17890068,5.518761245,7.31703895
Wooden_House,1785,56,North,Timber,Medium,High,4.790906291,4.009263354,1.587180462,8183,28,10.66817365,8.253073622,8.425498014
Thatched_Hut,1949,229,North,Brick,Low,Low,5.717426725,3.207119152,1.258030502,17225,92,36.07364843,9.309283663,25.90150409
Stone_Villa,1969,63,South,Thatch,Low,Low,4.092869848,2.894020572,1.519957565,18541,46,26.62386149,5.665325211,9.927962483
Stone_Villa,1816,122,West,Brick,Low,Low,3.868395017,3.876434181,0.804309764,8167,36,28.26168827,11.65374132,5.288906964
Thatched_Hut,1706,192,South,Brick,Low,Low,6.761105324,2.464572722,1.618442499,7997,63,37.80965424,11.86290052,17.70717309
Brick_Cottage,1836,198,West,Timber,Medium,High,7.077617555,3.118999507,1.993428589,11521,64,29.95360534,8.818196868,13.19178765
Stone_Villa,1875,212,West,Thatch,Low,Low,6.794425683,2.627111112,1.498475751,8227,27,30.72560513,11.65048409,12.20524948
Brick_Cottage,1914,115,North,Brick,High,High,7.095151559,4.087384901,1.240219997,11564,99,33.60905945,6.256116663,27.64937287
Wooden_House,1781,140,East,Brick,High,High,5.712447884,4.832626515,1.884760983,15344,37,13.4904535,5.177944796,14.38680705
Brick_Cottage,1922,179,North,Stone,Medium,High,6.749032484,4.986532904,0.523777763,14920,52,20.8048646,5.275866747,16.19545033
Wooden_House,1802,212,East,Timber,Low,Low,5.036170554,3.350830431,1.594885279,7024,20,39.04623783,9.112587356,4.272167296
Brick_Cottage,1972,259,West,Stone,High,High,6.165071446,2.757591169,1.833119775,5329,95,37.68790234,5.431493184,22.29654858
